,Date,Tweet Text,Retweet Count,Favorite Count,Username,User follower count,ID
25,Thu May 12 17:42:24 +0000 2022,"It's during the storm that you find out which ships were built to last 🧙‍♂️

#Cryptocrash #cryptocurrency #SOL #BTC #ETH",0,1,dk__sol,240,1524807216062074882
26,Thu May 12 17:42:09 +0000 2022,"@funnygameworld #FunnyGameWorld #crypto #bitcoin #cryptocurrency #blockchain #bounty #binance #eth #token #coinsbit
This project looks very interesting. I am interested, and I will support this project until it is successful according to the plan that has been set.",0,0,gemryn20,90,1524807151973191685
27,Thu May 12 17:41:48 +0000 2022,"The leading payment provider Moonpay has teamed up with crypto wallet metamask to allow users to purchase #eth with mainstream payments 🤩 
You can now buy #SeasonalTokens directly from your bank account#Seasonal Tokens #CryptoMining #Cyclicallnvesting #BTC",0,0,Dipansh92708729,3672,1524807065536892934
28,Thu May 12 17:41:46 +0000 2022,"Cardano v. Ethereum- Sustainability and Scalability
Cardano aims to provide a more sustainable and scalable blockchain solution than other existing platforms such as #ETH . Cardano uses a proof-of-stake consensus algo which is more energy efficient than Eth's proof-of-work algo.",0,0,NMoneyPodcast,9,1524807054657044482
29,Thu May 12 17:41:39 +0000 2022,"@AshleyDCan Diamond 💎 hands 🙌 are meant for hodling $SYS, #Btc , and #ETH tight 

We still strongly believe that there is gonna be a huge upside from these gems.",0,0,Goldenb83315840,152,1524807027096264704
30,Thu May 12 17:41:35 +0000 2022,"@funnygameworld #FunnyGameWorld #crypto #bitcoin #cryptocurrency #blockchain #bounty #binance #eth #token #coinsbitAwesome, Great project! One of the few successful projects. I recommend to enter this project. This team is very strong!",0,0,gemryn20,90,1524807012105826304
31,Thu May 12 17:41:19 +0000 2022,"@CryptoTownEU Afraid of Network fees ? 
Swap and Farm with 
@EdgeSwap
  🚀🚀
* 0 GAS Per Transaction⚡⚡
* Confirmation Within 0.5 Seconds🥳🥳
* Support Farming On Layer 2👍👍
#EdgeSwap #swaping #cryptocurrency #ETH",0,0,shillings_world,2,1524806942354718720
32,Thu May 12 17:41:18 +0000 2022,"🇦🇺 Ethereum(ETH) Arbitrage occured in Australia ‼
  ✅BestAsk Exchange:Binance_au
  ⬇Price (BUY): 1ETH = 2,816 AUD
  ✅BestBid Exchange:Digital Surge
  ⬆Price (SELL): 1ETH = 6,000 AUD
 💰💴Trading Profit💴💰3,184 AUD
#Ethereum #ETH #Australia #ETHAUD #Aussie",0,0,0xTimTam,71,1524806937635786770
33,Thu May 12 17:41:14 +0000 2022,At this point in the #Cryptocrash #BTC &amp; #ETH are all you should be buying,0,0,szn_lions,221,1524806924184829955
34,Thu May 12 17:40:59 +0000 2022,📈 ETHUSD BUY signal now (severity: 4) #eth #crypto #DCA #TradingSignals #BTC #Bitcoin 12/5/2022@17:40:59,0,0,JonasNRDSTRM,490,1524806859407953920
35,Thu May 12 17:40:57 +0000 2022,Slow 20 | Normal 56.6 | Fast 151.4 | Instant 204 👈 current Ethereum gas prices in gwei. DM me a price and I will DM you as soon as gas drops below that price 👍 #Ethereum #GasPrice #ETHGasPrice #ETH,0,0,ETHGasPriceBot,1207,1524806849446436864
36,Thu May 12 17:40:46 +0000 2022,"@IluUniverse Afraid of Network fees ? 
Swap and Farm with 
@EdgeSwap
  🚀🚀
* 0 GAS Per Transaction⚡⚡
* Confirmation Within 0.5 Seconds🥳🥳
* Support Farming On Layer 2👍👍
#EdgeSwap #swaping #cryptocurrency #ETH",0,0,shillings_world,2,1524806806664773632
37,Thu May 12 17:40:45 +0000 2022,"🔔Price updates for different #crypto assets that get price predictions on 🦥SlothTrading:

#ETH: $1,960.56
#DOT: $8.900
#SOL: $45.71
#XRP: $0.3902
#AVAX: $31.12
#ALGO: $0.4202
#ATOM: $9.850
#ETC: $19.30

💥New predictions every hour",0,0,SlothTradingBot,54,1524806801782349825
38,Thu May 12 17:40:43 +0000 2022,"@funnygameworld Awesome, Great project! One of the few successful projects. I recommend to enter this project. This team is very strong! I hope this project will be successful
#FGW #FunnyGameWorld #crypto #bitcoin #cryptocurrency #blockchain #bounty #binance #eth #token #coinsbit",0,0,gemryn20,90,1524806790566883329
39,Thu May 12 17:40:41 +0000 2022,"@AltcoinWorldcom I do not have any #Crypto I would never sell in my bag. Rather, I have the ones I will hold for the long term. 

The likes of #ETH and $CVP are long-term holds.",0,0,AbbieJakey,51,1524806783595945985
40,Thu May 12 17:40:31 +0000 2022,"@PieceNetwork Innovative project with amazing invention under the management of successful and brilliant teams. Real future asset.
@seobiswajit @Roy_Lab_Thinks
 @beingratul_ 

#airdrop #ETH #BSC #BNBchain  #EVM #BSC #Ethereum #Polygon #Avalanche #Fantom #Cronos #Polkadot",0,0,roy601457,8,1524806741401079816
41,Thu May 12 17:40:21 +0000 2022,"Gas used in currently pending transactions:

🚀 15 seconds &gt;&gt;&gt;&gt; 221 Gwei
🚗 1 minute  &gt;&gt;&gt;&gt;&gt; 186 Gwei
🐌 3 minutes &gt;&gt;&gt;&gt;&gt; 140 Gwei
🦥 &gt;10 minutes &gt;&gt;&gt; 121 Gwei

#Ethereum #ETH #GasPrice",0,0,ETHgas,3282,1524806700397735937
42,Thu May 12 17:40:19 +0000 2022,"@TheCryptoLark Afraid of Network fees ? 
Swap and Farm with 
@EdgeSwap
  🚀🚀
* 0 GAS Per Transaction⚡⚡
* Confirmation Within 0.5 Seconds🥳🥳
* Support Farming On Layer 2👍👍
#EdgeSwap #swaping #cryptocurrency #ETH",0,0,shillings_world,2,1524806693737365504
43,Thu May 12 17:40:10 +0000 2022,Alright y'all it's hard times and I need gas IRL. I'm a victim of the #Cryptocrash LFG #ETH #USD #NFT,0,0,0ddli0dd,598,1524806654730153985
44,Thu May 12 17:40:09 +0000 2022,"@funnygameworld #FunnyGameWorld #crypto #bitcoin #cryptocurrency #blockchain #bounty #binance #eth #token #coinsbitAwesome, Great project! One of the few successful projects. I recommend to enter this project. This team is very strong! I hope this project will be successful!",0,0,gemryn20,90,1524806650175143936
45,Thu May 12 17:39:59 +0000 2022,"I already understand that 😆😆all Crypto now Meme coin.. 
Bro Buy it.. Must buy 😉

$LUNA #BitcoinCrash #cryptocurrency #ETH #BTC #Memes #memecoin",0,2,AkmCryptoniam,42,1524806606264881152
46,Thu May 12 17:39:57 +0000 2022,"@CryptoTownEU Afraid of Network fees ? 
Swap and Farm with 
@EdgeSwap
  🚀🚀
* 0 GAS Per Transaction⚡⚡
* Confirmation Within 0.5 Seconds🥳🥳
* Support Farming On Layer 2👍👍
#EdgeSwap #swaping #cryptocurrency #ETH",0,0,shillings_world,2,1524806598673432576
47,Thu May 12 17:39:53 +0000 2022,"⚖️ #Stablecoin should not be absent from your #portfolio; in fact, 60% in stables isn't bad, and the balance can be in low-risk assets like #BTC and #ETH

*⃣You can allocate a small portion into high-risk play, stay away from higher-risk plays for now.

#tokens #USDT #USDC #BUSD",0,1,oatcrypto,1350,1524806583825403911
48,Thu May 12 17:39:37 +0000 2022,"If you’re not buying more #luna, you’re doing something tremendously wrong. #btc #eth #shib",1,1,Gh91823284,43,1524806516791992322
49,Thu May 12 17:39:35 +0000 2022,"L1s 2022:

#Solana: regular outages &amp; degraded performance

#Luna: unviable

#Ethereum: the merge wont lower gas fees. Will shock supply &amp; drive attention to crypto tho

#AVAX: building a horizontally scalable, arbitrarily decentralizable, interoperable ecosystem of subnets

LFG",1,5,cryptocci,1145,1524806507447169024
50,Thu May 12 17:39:24 +0000 2022,"This project will be very good. I am very optimistic about this project, The chances of success of this project are very high. This is one of the projects I have seen.
@Elysian_Finance #ElysianFinance #DeFi #ETH #Ethereum #LYS #DAO",0,0,Aarif7575,6571,1524806460953137158
51,Thu May 12 17:39:18 +0000 2022,"🇦🇺 Ethereum(ETH) Arbitrage occured in Australia ‼
  ✅BestAsk Exchange:Binance_au
  ⬇Price (BUY): 1ETH = 2,810 AUD
  ✅BestBid Exchange:Digital Surge
  ⬆Price (SELL): 1ETH = 6,000 AUD
 💰💴Trading Profit💴💰3,190 AUD
#Ethereum #ETH #Australia #ETHAUD #Aussie",0,0,0xTimTam,71,1524806436684894214
52,Thu May 12 17:39:10 +0000 2022,"If you're not already following us you're basically late to the game. 

NFTs changed the world, were changing NFTs. 

@Solasafenft  

#nft #nfts #NFTCommunity #eth #btc #crypto #sol #solana #solasafe #cybersecurity #gamechanger #SOLNFTs #solnft",0,5,Solasafenft,70,1524806403747155969
53,Thu May 12 17:39:00 +0000 2022,"USDC's total market capitalization of $50.4 billion has surpassed BNB to rank fourth in the world's total crypto market capitalization,Currently, the total market value of global cryptocurrencies is $1.36 trillion,of which BTC accounts for 41.7% and ETH for 19%
#BTC    #ETH #USDC",0,0,Metafree001,10,1524806359413293059
54,Thu May 12 17:38:55 +0000 2022,$1000 #ETH Winner announced tomorrow. Giving all my followers a chance to enter.,0,0,FabianPhilip8,0,1524806341012819968
55,Thu May 12 17:38:44 +0000 2022,"@funnygameworld #FunnyGameWorld #crypto #bitcoin #cryptocurrency #blockchain #bounty #binance #eth #token #coinsbit
This project will go much further in the future because the team working on it is very strong.
We will be happy to see the achievements of this excellent project.",0,0,gemryn20,90,1524806292975632388
56,Thu May 12 17:38:42 +0000 2022,Slow 28 | Normal 57 | Fast 182.9 | Instant 232.1 👈 current Ethereum gas prices in gwei. DM me a price and I will DM you as soon as gas drops below that price 👍 #Ethereum #GasPrice #ETHGasPrice #ETH,0,0,ETHGasPriceBot,1207,1524806282993188865
57,Thu May 12 17:38:36 +0000 2022,"This is most stronger and legit project.This is a high quality project with clear roadmap. I wish this project will be able to present itself as a much better project.
#FJT #Fujicompany #crypto  #cryptocurrency #blockchain #bounty #eth #token #azbit",0,1,BellyLeady1,10093,1524806259341684736
58,Thu May 12 17:38:28 +0000 2022,"The price of LUNA will decrease to ~$0.0006
- Now you could in theory begin to slowly burn down that 160B circulating supply of LUNA (does this sound impossible and like a terrible investment? IT SHOULD SOUND IMPOSSIBLE AND LIKE A TERRIBLE INVESTMENT)
#Terra #UST #ETH #Binance",0,0,iamhazoka,1,1524806226470649856
59,Thu May 12 17:38:06 +0000 2022,@CryptoGemsCom I think #ETH and $SYS should be a better choice for me so long they are fully set for a massive move after the bear 🐻 season.,0,0,AnitaJose17,77,1524806135718547456
60,Thu May 12 17:38:04 +0000 2022,"@PAWstronaut13 Today's rain don't miss that 

$PAW #PAW #PAWallet #cryptocurrency

#ETH",0,0,hassan_visuals,1206,1524806127099191300
61,Thu May 12 17:38:01 +0000 2022,"@realXRPwhale XRP can’t even prove it’s innocence though. 
#ETH new version will fix this",0,0,szn_lions,221,1524806113446744064
62,Thu May 12 17:37:56 +0000 2022,"@funnygameworld #FunnyGameWorld #crypto #bitcoin #cryptocurrency #blockchain #bounty #binance #eth #token #coinsbit
Fantastic project and having a great experience with the most stronger project I have ever seen and having a great experience. This project includes excellent team.",0,0,gemryn20,90,1524806093247074308
63,Thu May 12 17:37:49 +0000 2022,Arweave (AR) went up 10.3 percent in the last 30 minutes on Binance. #AR  #crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #trading #altcoin #binance #cryptonews,0,0,cryptoalerted,184,1524806063673028614
64,Thu May 12 17:37:41 +0000 2022,"$LUNA will be back at $1  with in 2 days ....

@elonmusk 
#Bitcoin 
#ETH 
#BSC 

Like and retweet if you want to see that happening  silently  🤫",3,5,Crypto_Girl27,31,1524806028151296002
65,Thu May 12 17:37:21 +0000 2022,"🇦🇺 Ethereum(ETH) Arbitrage occured in Australia ‼
  ✅BestAsk Exchange:Binance_au
  ⬇Price (BUY): 1ETH = 2,829 AUD
  ✅BestBid Exchange:Digital Surge
  ⬆Price (SELL): 1ETH = 6,000 AUD
 💰💴Trading Profit💴💰3,171 AUD
#Ethereum #ETH #Australia #ETHAUD #Aussie",0,0,0xTimTam,71,1524805943246000131
66,Thu May 12 17:37:19 +0000 2022,"#FJT #Fujicompany #crypto  #cryptocurrency #blockchain #bounty #eth #token #azbit 
This project is very popular and valuable also in many unique features and creative ideas,
project team members working very closely and hardly so the project will be successful very soon.",0,0,Fariya4343,1617,1524805936254070784
67,Thu May 12 17:37:14 +0000 2022,"@CryptoMixer3 This is a great project.
@bestnftsgive 
@Meta_Hunters 
@GiveawayDet 
#Clockx24 #UTK #Ethereum",0,0,andishe05207380,10,1524805917086126083
68,Thu May 12 17:37:11 +0000 2022,"@funnygameworld #FunnyGameWorld #crypto #bitcoin #cryptocurrency #blockchain #bounty #binance #eth #token #coinsbit
The project is well really very interesting managed by a team with success goals and increases their potential. the whole team is very hard",0,0,gemryn20,90,1524805901244411905
69,Thu May 12 17:37:00 +0000 2022,"Who wants to win 1 ETH, or even 4 ETH, or NFTs?

For a REAL chance to win, unlike fake tweets we see out there on a daily basis?

Check our📍 tweet &amp;  join our Discord for full info (all links in bio)!

🙏💥😎

#NFTCommunity #NFTProject #NFTGiveaway #ETH #NFT #NFTartwork #NFTs",1,5,UniSoldiersNFT,5324,1524805856222580736
70,Thu May 12 17:36:52 +0000 2022,"@InfoCriptDivisa ETHUSD Today:
·Open: 2084.99
·High: 2149.99
·Low: 2077.35
·Volume: 59928.9982

#Ethereum #Criptomoneda #Criptocurrency",0,0,InfoCriptDivisa,239,1524805823746256897
71,Thu May 12 17:36:48 +0000 2022,"Stay tuned for later today! Will be dropping 5 new #BHDFs 

#nft #openseanfts #PolygonNFT #ETH",0,0,NalucCreations,90,1524805805001908224
72,Thu May 12 17:36:39 +0000 2022,"@SteakBnb This is a great project.
@bestnftsgive 
@Meta_Hunters 
@GiveawayDet 
#Clockx24 #UTK #Ethereum",0,0,andishe05207380,10,1524805769392099329
73,Thu May 12 17:36:38 +0000 2022,@funnygameworld #FGW #FunnyGameWorld #crypto #bitcoin #cryptocurrency #blockchain #bounty #binance #eth #token #coinsbit This is really good opportunity. I have chosen and completely believe in this project. One of the most promising and successful projects,0,0,gemryn20,90,1524805763167932416
74,Thu May 12 17:36:37 +0000 2022,🔔Letting All Let Loose &amp; Live Large #ETH PUSH👀📈🔥🛍🚜 Builing #NFTCommunity LFG 🐂,2,2,LLonghornLounge,6643,1524805760517038080
75,Thu May 12 17:36:36 +0000 2022,A strong reliable team make progress for using valuable ideas and doing teamwork strongly.This project have a bright future. #FGW #FunnyGameWorld #crypto #bitcoin #cryptocurrency #blockchain #bounty #binance #eth #token #coinsbit,0,0,Doreza569,9996,1524805756641775616
76,Thu May 12 17:36:24 +0000 2022,"A cool concept! This project have a well future with it's strong team, a transparent, planned and project's roadmap. So, don't be late. #FGW #FunnyGameWorld #crypto #bitcoin #cryptocurrency #blockchain #bounty #binance #eth #token #coinsbit",0,0,Doreza569,9996,1524805706305916928
77,Thu May 12 17:36:20 +0000 2022,"@SteakBnb This is a great project.
@bestnftsgive 
@Meta_Hunters 
@GiveawayDet 
#Clockx24 #UTK #Ethereum",0,0,andishe05207380,10,1524805689800986633
78,Thu May 12 17:36:10 +0000 2022,@funnygameworld #FGW #FunnyGameWorld #crypto #bitcoin #cryptocurrency #blockchain #bounty #binance #eth #token #coinsbit This project contains a strong and promising team and the opportunity to make big profits from this project. its team is working very hard on this project,0,0,gemryn20,90,1524805648839585794
79,Thu May 12 17:36:09 +0000 2022,"@WhaleEverything I am very sure that as soon as the market rebounds, a lot of gems will go parabolic.

I am confident on the likes of #ETH,  $CVP, and $LUXY 😌",0,0,AbbieJakey,51,1524805644733259780
80,Thu May 12 17:36:04 +0000 2022,"Result for FREE signal 1738654
#ETH/USD at #BITTREX

Target 1 hit at 2037.27700000
On 2022-05-12 08:11:42
12.41% profit in 6 hours

Move stop loss to 1812.40200000

#cryptocurrencies #trading",0,0,CQS_Signals,5187,1524805620645433344
81,Thu May 12 17:36:01 +0000 2022,"@pepe_herb team is currently working on $PHRB token distribution and the general tokenomic schedule...Thoughts on additional utility NFT launch🤔😉💥🌿

#ETH #BTC #blockchain #defi #cryptocurrency #web3 #memecoin #NFT #Altcoins #Ethereum #phrb #pepeherb",0,0,MetaGrinderZ,1577,1524805608406491136
82,Thu May 12 17:36:00 +0000 2022,Slow 28 | Normal 110 | Fast 204.4 | Instant 222.1 👈 current Ethereum gas prices in gwei. DM me a price and I will DM you as soon as gas drops below that price 👍 #Ethereum #GasPrice #ETHGasPrice #ETH,0,0,ETHGasPriceBot,1207,1524805605822812160
83,Thu May 12 17:35:57 +0000 2022,"Fear
Uncertainty
Doubt 

#Bitcoin #Crypto #ETH",0,0,LuissR12,112,1524805593839505410
84,Thu May 12 17:35:38 +0000 2022,GOTTA SELL YOUR CRYPTOS BEFORE IT'S TOO LATE #bitcoin #usdt #LUNA #SOL #Terra #ETH #BTC #Ethereum #Crypto #Cryptocrash #NFT,0,0,doomerdemierda,1,1524805512503738370
85,Thu May 12 17:35:24 +0000 2022,"I am very inspired by their idea, very relevant in our time, I think that everyone will agree with me because this is 

#WorkQuest $WQT $WUSD #WorkNet #WorkQuestApp #blockchian #crypto #cryptolife #BTC #BNB #ETH #digitalization #digitalassets #saving #BinanceSmartChain",0,0,Afrin1722,2372,1524805454123044871
86,Thu May 12 17:35:23 +0000 2022,"@PsychonautApeD @WoahJonny @JurassicKings Congrats fam! Well deserved! 🙌🏻💙

#PAD #PsychonautApes #PADFam #PADto1ETH #PADfollowPAD #NFTCommunity #NFTArtists #NFTFamilia #NFTDrop #Crypto #ETH #NFTs #NFTCollection",1,1,Nasskan_Inc,1788,1524805448989216768
87,Thu May 12 17:35:12 +0000 2022,"🇦🇺 Ethereum(ETH) Arbitrage occured in Australia ‼
  ✅BestAsk Exchange:Binance_au
  ⬇Price (BUY): 1ETH = 2,835 AUD
  ✅BestBid Exchange:Digital Surge
  ⬆Price (SELL): 1ETH = 6,000 AUD
 💰💴Trading Profit💴💰3,165 AUD
#Ethereum #ETH #Australia #ETHAUD #Aussie",0,0,0xTimTam,71,1524805404210757632
88,Thu May 12 17:34:41 +0000 2022,"@mandy_sir1 @1goonrich @Marvin_Inu Buy #MarvinInu now!!! 
Swap your #ETH and #BNB  for this low Mcap gem at 0% buy tax🔥🔥

$Marvin is the next #1000xgem, ape in now and let's invade mars together",0,0,Marilyn_momo,0,1524805276087603200
89,Thu May 12 17:34:29 +0000 2022,"lessons for the coming winter: look at fundamentals and clear the inflammatory comments around me, no winters no veterans, learn digest and sieve knowledge&amp;information. After all, #opensea #uniswap #Ethereum were all born during winters #Cryptocrash",0,0,xu_paige,5,1524805224627585027
90,Thu May 12 17:34:29 +0000 2022,"@TheMoonCarl You can recover by buying more at 0.009 or by investing in$SYS token.

#Syscoin combines the best of #Bitcoin and #Eth. It is one of the best blockchains with use cases and utility. There’s no better time to invest in $SYS than now.",0,2,Sean625541251,442,1524805222677225479
91,Thu May 12 17:34:11 +0000 2022,Where would you stake and for how long? #AVAX #DOT #sol #ETH #BTC this is what you should do to stack your money.,0,0,chessnaughtche1,114,1524805147716554752
92,Thu May 12 17:33:59 +0000 2022,Slow 20 | Normal 28 | Fast 145.4 | Instant 192 👈 current Ethereum gas prices in gwei. DM me a price and I will DM you as soon as gas drops below that price 👍 #Ethereum #GasPrice #ETHGasPrice #ETH,0,0,ETHGasPriceBot,1207,1524805099587047427
93,Thu May 12 17:33:54 +0000 2022,The concept and purpose of this project is very good. I hope that the development team will be able to make every effort to make this project a great and useful project for many people. #FJT #Fujicompany #crypto #cryptocurrency #blockchain #bounty #eth #token #azbit,0,0,Yulichk29242438,3033,1524805077495578626
94,Thu May 12 17:33:40 +0000 2022,"@picknava_neel Afraid of Network fees ? 
Swap and Farm with 
@EdgeSwap
  🚀🚀
* 0 GAS Per Transaction⚡⚡
* Confirmation Within 0.5 Seconds🥳🥳
* Support Farming On Layer 2👍👍
#EdgeSwap #swaping #cryptocurrency #ETH",0,0,shillings_world,2,1524805016158015498
95,Thu May 12 17:33:26 +0000 2022,@Niliii_KX @1goonrich @Marvin_Inu #MarvinInu is not tax free in both chain #BNB  &amp; #ETH go get more $Marvin in your portfolio now #BSCGems #BSCGemsAlert #Airdrops #Bitcoin,0,0,afra_solo1,0,1524804957949550598
96,Thu May 12 17:33:13 +0000 2022,"🇦🇺 Ethereum(ETH) Arbitrage occured in Australia ‼
  ✅BestAsk Exchange:Binance_au
  ⬇Price (BUY): 1ETH = 2,828 AUD
  ✅BestBid Exchange:Digital Surge
  ⬆Price (SELL): 1ETH = 6,000 AUD
 💰💴Trading Profit💴💰3,172 AUD
#Ethereum #ETH #Australia #ETHAUD #Aussie",0,0,0xTimTam,71,1524804905285783553
